"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.887","58.814","58.567","58.127","57.598","57.061","56.579","56.14","55.831","55.688","55.615","55.427","55.106","54.804","54.551","54.364","54.279","54.34","54.378","55.183","55.414","55.516","55.535","55.634","55.751","55.872","55.962","56.038","56.015","57.831","57.865","58.289","56.853","56.786","56.416",
"American Samoa","ASM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.307","52.038","51.996","51.77","52.67","53.675","53.859","53.66","53.721","53.727","54.618","55.158","55.355","56.013","55.774","57.048","57.582","58.135","58.603","58.792","58.676","58.931","58.833","58.739","58.704","59.151","59.381","59.877","60.523","60.959","60.205","61.273","62.314","62.374","62.356",
"Austria","AUT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.096","43.647","45.051","45.647","48.112","48.714","48.266","48.253","48.819","48.998","48.991","48.861","50.127","50.232","50.059","50.866","51.541","52.379","52.872","53.539","53.648","53.942","54.446","54.711","54.763","54.827","55.349","55.352","55.426","55.514","55.224","55.35","55.688","55.812","55.551",
"Azerbaijan","AZE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.407","66.523","68.152","70.265","72.454","73.967","74.097","73.87","73.325","73","72.205","70.283","68.823","66.626","64.222","62.978","61.162","56.405","56.428","58.092","59.793","59.434","59.237","59.364","60.244","61.096","62.043","62.213","62.63","62.427","64.382","59.679","61.473","60.952","60.353",
"Burundi","BDI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.451","89.953","89.435","88.762","88.078","87.479","86.708","85.85","84.972","84.182","83.348","82.48","81.561","80.577","79.526","78.357","77.057","77.675","78.219","78.77","79.267","79.631","79.95","80.235","80.46","80.816","81.064","81.163","81.15","80.96","78.558","80.47","80.352","80.138","79.864",
"Belgium","BEL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.46","37.914","38.759","39.461","40.04","40.424","40.526","40.971","41.54","43.147","43.616","41.788","42.506","42.881","44.311","45.687","45.818","46.589","46.928","46.98","47.774","47.103","47.155","47.805","48.125","48.045","47.81","47.974","48.77","49.097","48.66","49.367","50.029","49.831","49.797",
"Benin","BEN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.112","57.096","57.082","57.803","58.548","59.322","60.109","60.913","61.741","62.594","63.474","64.381","65.319","65.78","66.244","66.715","67.187","67.66","68.136","68.616","69.1","69.588","70.202","70.81","71.412","72.007","72.597","73.179","73.755","74.325","73.677","74.791","74.264","74.183","74.321",
"Burkina Faso","BFA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.377","79.367","78.36","77.317","76.239","75.126","73.979","72.799","71.576","70.311","69.012","67.677","66.308","64.907","63.478","62.022","60.545","60.107","59.695","59.305","58.935","58.586","58.258","57.954","57.676","55.634","53.596","51.563","49.536","47.517","45.033","43.385","41.315","41.294","41.02",
"Bangladesh","BGD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.075","24.439","24.859","25.321","25.824","26.364","26.923","27.442","27.887","28.277","28.615","28.832","28.944","29.028","29.104","29.184","29.242","30.797","32.398","34.041","35.723","35.02","34.316","33.616","33.571","33.531","33.497","36.676","38.079","39.376","40.407","42.34","43.687","43.712","44.153",
"Bulgaria","BGR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.402","49.264","49.162","48.374","47.708","47.074","46.466","45.886","45.298","44.837","44.321","46.664","46.198","44.865","45.711","44.646","46.742","48.069","48.92","48.062","47.819","47.201","47.958","48.534","48.388","48.725","47.437","49.604","49.175","50.223","49.307","49.026","50.649","51.043","50.901",
"Bahrain","BHR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.278","29.122","29.831","30.469","31.096","31.728","32.386","33.087","33.839","34.632","35.474","36.273","36.91","37.536","38.199","38.917","39.711","40.59","41.556","42.602","43.59","42.579","42.806","42.952","43.095","43.369","43.548","43.492","43.306","42.821","41.511","41.58","42.684","43.096","42.962",
"Bahamas, The","BHS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.326","64.788","65.238","65.668","66.07","66.344","66.606","66.589","66.896","67.406","67.625","67.708","67.803","67.528","67.452","67.597","67.661","67.623","67.235","66.664","66.626","66.533","66.679","66.317","66.391","66.407","66.291","66.502","66.774","66.721","62.759","64.517","66.321","66.733","66.494",
"Bosnia and Herzegovina","BIH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.007","42.839","42.342","41.552","40.802","40.345","40.357","40.449","40.467","40.509","40.593","40.665","40.704","40.699","40.678","40.638","40.659","40.673","40.701","40.457","40.317","40.153","39.867","39.686","39.449","39.357","39.218","39.077","38.916","38.683","38.161","38.411","38.537","39.533","39.442",
"Belarus","BLR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.199","52.978","52.827","52.673","52.674","52.76","52.585","52.364","52.444","52.723","53.471","54.119","54.575","54.928","55.173","55.409","55.711","56.04","56.47","56.943","57.387","57.81","58.139","58.378","58.541","58.644","58.727","58.566","58.055","58.25","57.856","57.995","57.862","57.385","56.942",
"Belize","BLZ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.253","33.053","33.95","34.361","34.28","35.616","36.967","38.34","39.252","39.297","39.808","40.317","40.829","41.346","41.864","42.385","42.908","43.433","43.959","44.486","44.998","45.496","45.998","46.501","47.392","48.253","49.101","48.678","52.925","57.097","51.374","48.357","48.772","49.182","49.21",
"Bermuda","BMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.836","56.35","56.413","56.937","57.596","58.235","58.812","59.45","59.291","59.134","58.98","58.829","58.69","58.561","58.432","58.305","58.177","58.05","57.924","57.797","57.671","57.545","57.419","57.294","57.169","57.044","56.919","59.112","63.559","66.243","65.591","71.058","71.714","71.909","72.455",
"Brazil","BRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.417","44.487","45.604","46.718","47.821","48.916","47.676","48.677","49.48","50.801","51.851","52.957","54.57","54.776","55.643","56.859","56.546","56.286","56.039","56.566","55.049","53.517","52.873","52.826","52.714","53.323","53.522","54.353","54.581","55.306","50.338","52.482","53.864","53.205","53.03",
"Barbados","BRB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.938","60.931","60.871","61.48","62.085","63.353","63.609","63.033","63.249","63.418","63.612","63.804","63.93","64.051","64.711","64.689","64.675","64.677","64.646","64.545","64.422","64.298","62.881","63.997","63.225","61.731","62.528","62.501","61.61","61.569","60.484","60.679","59.68","60.124","59.727",
"Brunei Darussalam","BRN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.928","46.434","47.474","48.497","49.487","50.431","51.337","52.222","53.105","53.986","54.851","55.678","55.83","55.963","56.076","56.173","56.256","56.329","56.426","56.589","56.829","57.074","57.224","57.304","57.355","57.383","57.411","57.459","57.721","55.057","54.556","54.791","53.701","53.527","53.187",
"Bhutan","BTN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.718","54.895","55.142","55.466","55.829","56.257","56.742","57.278","57.879","58.528","59.246","60.06","60.94","61.866","62.834","63.673","64.268","64.769","65.235","65.615","63.319","62.328","63.073","58.19","53.93","54.976","54.893","54.815","54.743","60.631","63.002","64.902","52.511","56.619","56.464",
"Botswana","BWA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.051","49.015","49.045","49.109","49.14","49.124","49.11","49.061","49.101","49.262","49.511","50.088","50.663","51.259","51.905","52.584","53.282","54.17","55.074","55.989","53.337","54.162","54.887","55.432","55.889","56.288","56.68","57.102","57.556","58.044","56.508","58.943","59.931","63.426","63.787",
"Central African Republic","CAF","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.968","65.902","65.857","65.83","65.817","65.801","65.791","65.795","65.808","65.828","65.853","65.867","65.889","65.917","65.93","65.942","65.932","65.909","65.894","65.964","66.037","65.987","65.902","65.817","65.736","65.695","65.695","65.703","65.711","65.753","65.166","65.247","65.815","65.845","65.776",
"Canada","CAN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.884","57.826","57.202","57.009","56.856","56.808","56.769","57.086","57.674","58.201","58.669","58.978","60.159","61.174","61.293","60.992","61.268","61.769","61.9","61.889","61.867","61.643","61.73","61.816","61.204","60.969","60.879","61.072","60.965","61.253","59.379","60.635","61.049","61.134","61.033",
"Central Europe and the Baltics","CEB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.2105707646426","50.0320462601492","49.7928384217733","49.3917137612226","49.0194322800998","48.5174308033893","48.2029515686248","47.8460550523683","47.6918117832912","47.608208223711","47.807303880637","48.0178771025024","47.4961088204306","47.2870252792976","47.0507240081895","47.0222540709693","46.793628084201","46.7284213212132","47.0369522454981","46.4780625742452","47.4247938625771","47.3562171684472","47.7178623593104","47.8769315534629","48.3434522183936","48.6072832275272","48.631636460602","49.1482870951084","49.2310778142192","49.1655263196294","48.8439051707734","49.7104857827281","50.4535956367507","50.7274251224519","50.5156883996581",
"Switzerland","CHE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.107","51.823","52.186","52.819","51.951","52.01","56.867","56.924","58.014","58.124","57.595","58.796","59.357","59.498","59.132","59.35","59.754","59.956","61.329","61.646","60.021","60.613","60.903","61.211","61.988","62.36","62.935","62.705","63.007","63.079","62.636","62.33","61.495","62.294","62.036",
"Channel Islands","CHI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.039","46.097","46.393","46.171","46.156","46.588","47.396","47.907","48.286","49.279","49.882","50.149","50.777","51.12","51.229","51.689","51.866","52.144","52.253","52.411","52.489","51.078","51.264","51.212","51.289","51.323","51.593","51.814","51.852","51.95","51.163","51.667","51.525","50.687","50.375",
"Chile","CHL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.877","31.786","33.144","34.037","34.74","35.876","36.756","37.492","37.854","38.096","37.7","36.726","36.448","37.8","39.211","40.131","41.288","42.235","44.182","44.615","46.711","48.807","49.05","49.496","50.159","50.189","50.62","51.74","52.416","52.651","45.442","46.579","50.026","51.963","52.001",
"China","CHN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.09","72.595","72.095","71.589","71.079","70.564","70.043","69.518","68.988","68.453","67.913","67.502","67.088","66.67","66.25","65.826","65.4","64.972","64.541","64.108","63.672","63.654","63.318","63.001","62.797","62.571","62.286","61.911","61.533","61.248","59.908","61.181","59.894","59.948","59.562",
"Cote d'Ivoire","CIV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.915","47.975","48.038","48.099","48.159","48.218","48.273","48.324","48.365","49.362","50.363","51.366","52.37","53.377","54.385","55.395","56.408","57.421","58.42","59.41","60.409","61.415","62.427","61.353","60.285","59.228","58.173","57.506","56.84","56.176","56.631","58.28","58.958","58.864","58.841",
"Cameroon","CMR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.778","77.773","77.772","77.777","77.788","77.805","77.83","77.863","77.895","77.921","77.946","77.974","78.005","78.034","78.055","78.07","78.083","78.096","75.727","73.187","70.481","69.623","68.758","67.885","67.006","65.613","64.207","62.793","61.385","59.99","58.014","57.093","57.171","57.148","56.518",
"Congo, Dem. Rep.","COD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.701","71.687","71.672","71.668","71.775","71.803","71.604","71.405","71.34","71.345","71.334","71.325","71.312","71.292","71.278","71.275","70.091","68.88","67.643","66.381","65.095","63.787","62.458","62.456","62.452","62.445","62.464","62.487","62.475","62.447","60.259","62.329","62.347","62.309","62.303",
"Congo, Rep.","COG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.025","66.067","66.109","66.16","66.202","66.229","66.256","66.237","66.232","66.286","66.452","66.602","66.609","66.648","66.732","66.817","66.9","66.959","66.96","67.002","67.032","66.967","66.872","66.759","66.665","66.592","66.55","66.541","66.551","66.583","65.318","65.88","66.287","66.341","66.285",
"Colombia","COL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.293","52.999","53.035","53.285","53.633","53.96","53.927","54.154","54.024","53.204","53.391","53.393","52.356","53.713","52.953","51.148","50.562","49.981","50.37","53.922","54.415","54.946","56.01","55.302","55.003","55.255","54.719","54.343","53.244","52.398","51.108","51.679","50.926","51.859","51.726",
"Comoros","COM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.265","32.29","32.269","32.205","32.164","32.144","32.143","32.164","32.211","32.28","32.35","32.404","32.445","32.506","32.62","32.629","32.635","32.64","32.646","32.654","32.665","32.678","32.694","32.711","32.729","33.91","35.102","36.339","37.608","38.87","39.63","40.969","41.178","41.143","41.505",
"Cabo Verde","CPV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.946","41.196","41.461","41.741","42.036","42.347","42.673","43.016","43.375","43.749","44.134","44.524","44.928","45.352","45.799","46.269","46.764","47.285","47.831","48.403","51.329","51.431","51.537","51.64","51.743","51.843","51.941","52.038","48.62","50.407","48.195","48.88","50.521","50.419","50.341",
"Costa Rica","CRI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.866","33.325","32.6","33.52","34.664","35.575","34.067","37.121","39.443","39.936","38.642","41.564","41.143","41.454","39.831","43.68","43.309","44.3","44.444","44.827","44.113","46.479","51.436","51.249","51.34","50.06","46.019","45.905","48.659","52.727","48.638","50.245","50.283","44.088","43.825",
"Caribbean small states","CSS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.6566280114238","44.1176598526943","44.9200751216054","45.2057374762348","45.5669789132115","46.0051450427875","46.8500686815064","46.8223469680116","46.8784945508208","46.8312757975046","46.8382716230721","47.0629696959994","47.3169817956107","48.3349620507942","49.4089513729356","50.3737041212307","50.8222064521489","50.5566329786665","51.045507515742","50.6663263967583","50.6185579683224","50.4667547813395","51.372631157277","51.6161919170808","51.972144780023","51.6057941267252","51.9111562648676","51.9077971819993","52.2869873651438","52.0228463596939","49.3409971019232","49.7213047899438","50.4670547471315","50.6044816969493","50.4223373889378",
"Cuba","CUB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.471","37.116","35.703","33.956","33.994","34.252","35.076","35.452","35.575","36.261","36.884","37.214","37.338","37.652","38.132","39.123","40.209","40.88","41.274","42.464","41.932","42.226","42.548","42.86","42.997","43.41","43.372","43.365","43.309","42.968","40.367","40.459","40.427","39.947","39.529",
"Curacao","CUW","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.789","43.273","43.862","44.607","45.371","46.116","46.826","47.491","48.114","48.712","49.303","51.87","52.342","53.747","53.675","53.507","54.296","55.717","56.119","56.692","57.839","57.516","57.202","57.37","58.944","59.098","58.28","58.923","59.627","60.097","59.05","59.534","61.219","62.475","62.408",
"Czechia","CZE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.573","52.282","52.322","52.36","52.618","52.401","51.865","51.856","51.963","52.153","51.637","51.274","50.954","50.83","50.554","50.657","50.53","49.75","49.224","49.437","49.231","49.472","50.041","50.888","50.803","51.187","51.735","52.114","52.559","52.3","51.463","51.555","52.191","53.235","53.062",
"Germany","DEU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.168","47.909","47.817","47.472","47.98","47.835","47.854","48.357","48.537","49.055","49.001","49.347","49.58","49.985","49.742","50.694","51.758","52.21","51.998","52.624","52.528","53.71","53.68","54.194","54.468","54.441","54.808","55.138","55.211","55.709","55.113","55.019","55.595","55.848","55.637",
"Djibouti","DJI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.026","16.058","16.097","16.14","16.178","16.221","16.277","16.388","16.525","16.63","16.712","16.79","16.863","16.893","16.898","16.923","16.985","17.07","17.162","17.255","17.345","17.435","17.527","17.626","17.737","17.862","17.999","18.146","18.299","18.451","17.976","18.237","18.546","18.669","18.715",
"Dominica","DMA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
